ranking_date,year,semester,rank,team,acronym,total_points,previous_points,diff_points
1993-12-31,1993,2,62,Guinea,GUI,29.0,30.0,-1.0
1993-12-31,1993,2,62,Korea DPR,PRK,29.0,31.0,-2.0
1993-12-31,1993,2,62,Kuwait,KUW,29.0,30.0,-1.0
1993-12-31,1993,2,65,El Salvador,SLV,28.0,29.0,-1.0
1993-12-31,1993,2,65,Iraq,IRQ,28.0,29.0,-1.0
1993-12-31,1993,2,67,Malawi,MWI,26.0,26.0,0.0
1993-12-31,1993,2,67,Thailand,THA,26.0,26.0,0.0
1993-12-31,1993,2,67,Yugoslavia,YUG,26.0,28.0,-2.0
1993-12-31,1993,2,70,Cyprus,CYP,25.0,24.0,1.0
1993-12-31,1993,2,70,DR Congo,ZAI,25.0,25.0,0.0
1993-12-31,1993,2,70,Mali,MLI,25.0,23.0,2.0
1993-12-31,1993,2,73,Kenya,KEN,24.0,25.0,-1.0
1993-12-31,1993,2,73,Peru,PER,24.0,25.0,-1.0
1993-12-31,1993,2,75,Sierra Leone,SLE,23.0,19.0,4.0
1993-12-31,1993,2,75,Singapore,SGP,23.0,24.0,-1.0
1993-12-31,1993,2,77,New Zealand,NZL,22.0,22.0,0.0
1993-12-31,1993,2,78,Bahrain,BHR,21.0,21.0,0.0
1993-12-31,1993,2,78,Jamaica,JAM,21.0,21.0,0.0
1993-12-31,1993,2,78,Malaysia,MAS,21.0,21.0,0.0
1993-12-31,1993,2,81,Bermuda,BER,20.0,20.0,0.0
1993-12-31,1993,2,81,Malta,MLT,20.0,18.0,2.0
1993-12-31,1993,2,81,Niger,NIG,20.0,20.0,0.0
1993-12-31,1993,2,81,Syria,SYR,20.0,20.0,0.0
1993-12-31,1993,2,85,Lithuania,LTU,19.0,19.0,0.0
1993-12-31,1993,2,86,Jordan,JOR,18.0,18.0,0.0
1993-12-31,1993,2,86,Latvia,LVA,18.0,18.0,0.0
1993-12-31,1993,2,88,Trinidad and Tobago,TRI,17.0,17.0,0.0
1993-12-31,1993,2,89,Albania,ALB,16.0,16.0,0.0
1993-12-31,1993,2,89,Madagascar,MAD,16.0,18.0,-2.0
1993-12-31,1993,2,89,Ukraine,UKR,16.0,16.0,0.0
1993-12-31,1993,2,89,Venezuela,VEN,16.0,16.0,0.0
1993-12-31,1993,2,89,Yemen,YEM,16.0,16.0,0.0
1993-12-31,1993,2,94,Ethiopia,ETH,15.0,16.0,-1.0
1993-12-31,1993,2,94,Oman,OMA,15.0,13.0,2.0
1993-12-31,1993,2,94,South Africa,RSA,15.0,15.0,0.0
1993-12-31,1993,2,94,Uganda,UGA,15.0,15.0,0.0
1993-12-31,1993,2,98,Eswatini,SWZ,14.0,14.0,0.0
1993-12-31,1993,2,98,Tanzania,TAN,14.0,13.0,1.0
1993-12-31,1993,2,100,Angola,ANG,13.0,14.0,-1.0
1993-12-31,1993,2,100,Burundi,BDI,13.0,13.0,0.0
1993-12-31,1993,2,100,Congo,CGO,13.0,13.0,0.0
1993-12-31,1993,2,100,India,IND,13.0,13.0,0.0
1993-12-31,1993,2,104,Fiji,FIJ,12.0,12.0,0.0
1993-12-31,1993,2,104,Indonesia,IDN,12.0,12.0,0.0
1993-12-31,1993,2,104,Mozambique,MOZ,12.0,12.0,0.0
1993-12-31,1993,2,104,Puerto Rico,PUR,12.0,12.0,0.0
1993-12-31,1993,2,108,Barbados,BRB,11.0,11.0,0.0
1993-12-31,1993,2,108,Estonia,EST,11.0,11.0,0.0
1993-12-31,1993,2,108,Hong Kong,HKG,11.0,11.0,0.0
1993-12-31,1993,2,108,Lebanon,LBN,11.0,11.0,0.0
1993-12-31,1993,2,108,Luxembourg,LUX,11.0,11.0,0.0
1993-12-31,1993,2,108,Myanmar,MYA,11.0,11.0,0.0
1993-12-31,1993,2,108,Togo,TOG,11.0,11.0,0.0
1993-12-31,1993,2,115,Bangladesh,BAN,10.0,8.0,2.0
1993-12-31,1993,2,115,Faroe Islands,FRO,10.0,10.0,0.0
1993-12-31,1993,2,117,Antigua and Barbuda,ATG,9.0,7.0,2.0
1993-12-31,1993,2,117,Croatia,CRO,9.0,8.0,1.0
1993-12-31,1993,2,117,Guatemala,GUA,9.0,9.0,0.0
1993-12-31,1993,2,117,San Marino,SMR,9.0,9.0,0.0
1993-12-31,1993,2,117,Sudan,SDN,9.0,9.0,0.0
1993-12-31,1993,2,117,Suriname,SUR,9.0,9.0,0.0
1993-12-31,1993,2,123,Burkina Faso,BFA,8.0,8.0,0.0
1993-12-31,1993,2,123,Gambia,GAM,8.0,0.0,8.0
1993-12-31,1993,2,123,Liberia,LBR,8.0,9.0,-1.0
1993-12-31,1993,2,123,Nepal,NEP,8.0,0.0,8.0
1993-12-31,1993,2,123,Sri Lanka,SRI,8.0,0.0,8.0
1993-12-31,1993,2,123,St. Vincent and the Grenadines,VIN,8.0,8.0,0.0
1993-12-31,1993,2,129,Benin,BEN,7.0,7.0,0.0
1993-12-31,1993,2,129,Guinea-Bissau,GNB,7.0,5.0,2.0
1993-12-31,1993,2,129,Mauritius,MRI,7.0,7.0,0.0
1993-12-31,1993,2,129,Panama,PAN,7.0,7.0,0.0
1993-12-31,1993,2,133,Slovenia,SVN,6.0,6.0,0.0
1993-12-31,1993,2,134,Belarus,BLR,5.0,5.0,0.0
1993-12-31,1993,2,134,Guyana,GUY,5.0,5.0,0.0
1993-12-31,1993,2,134,Lesotho,LES,5.0,5.0,0.0
1993-12-31,1993,2,134,Vietnam,VIE,5.0,5.0,0.0
1993-12-31,1993,2,138,Botswana,BOT,4.0,4.0,0.0
1993-12-31,1993,2,138,Pakistan,PAK,4.0,2.0,2.0
1993-12-31,1993,2,138,St. Lucia,LCA,4.0,4.0,0.0
1993-12-31,1993,2,138,Tahiti,TAH,4.0,4.0,0.0
1993-12-31,1993,2,142,Grenada,GRN,3.0,4.0,-1.0
1993-12-31,1993,2,142,Haiti,HAI,3.0,3.0,0.0
1993-12-31,1993,2,142,Mauritania,MTN,3.0,2.0,1.0
1993-12-31,1993,2,145,Brunei Darussalam,BRU,2.0,2.0,0.0
1993-12-31,1993,2,145,Cape Verde,CPV,2.0,2.0,0.0
1993-12-31,1993,2,145,Dominican Republic,DOM,2.0,2.0,0.0
1993-12-31,1993,2,145,Laos,LAO,2.0,2.0,0.0
1993-12-31,1993,2,145,Libya,LBY,2.0,2.0,0.0
1993-12-31,1993,2,145,Maldives,MDV,2.0,0.0,2.0
1993-12-31,1993,2,145,Slovakia,SVK,2.0,2.0,0.0
1993-12-31,1993,2,145,Solomon Islands,SOL,2.0,2.0,0.0
1993-12-31,1993,2,153,Cayman Islands,CAY,1.0,1.0,0.0
1993-12-31,1993,2,153,Nicaragua,NCA,1.0,1.0,0.0
1993-12-31,1993,2,155,Aruba,ARU,0.0,0.0,0.0
1993-12-31,1993,2,155,Central African Republic,CTA,0.0,0.0,0.0
1993-12-31,1993,2,155,Chad,CHA,0.0,0.0,0.0
1993-12-31,1993,2,155,Cuba,CUB,0.0,0.0,0.0
1993-12-31,1993,2,155,Equatorial Guinea,EQG,0.0,0.0,0.0
1993-12-31,1993,2,155,Liechtenstein,LIE,0.0,0.0,0.0
1993-12-31,1993,2,155,Macau,MAC,0.0,0.0,0.0
1993-12-31,1993,2,155,Namibia,NAM,0.0,0.0,0.0
1993-12-31,1993,2,155,Philippines,PHI,0.0,0.0,0.0
1993-12-31,1993,2,155,Seychelles,SEY,0.0,0.0,0.0
1993-12-31,1993,2,155,St. Kitts and Nevis,SKN,0.0,0.0,0.0
1993-12-31,1993,2,155,Taiwan,TPE,0.0,0.0,0.0
1993-12-31,1993,2,155,Vanuatu,VAN,0.0,0.0,0.0
1994-06-30,1994,1,1,Brazil,BRA,65.0,59.0,6.0
1994-06-30,1994,1,2,Italy,ITA,63.0,57.0,6.0
1994-06-30,1994,1,3,Germany,GER,61.0,60.0,1.0
1994-06-30,1994,1,3,Netherlands,NED,61.0,59.0,2.0
1994-06-30,1994,1,3,Sweden,SWE,61.0,55.0,6.0
1994-06-30,1994,1,6,Spain,ESP,60.0,56.0,4.0
1994-06-30,1994,1,7,Norway,NOR,58.0,56.0,2.0
1994-06-30,1994,1,7,Romania,ROU,58.0,55.0,3.0
1994-06-30,1994,1,9,Argentina,ARG,57.0,55.0,2.0
1994-06-30,1994,1,10,Nigeria,NGA,56.0,54.0,2.0
1994-06-30,1994,1,10,Switzerland,SUI,56.0,54.0,2.0
1994-06-30,1994,1,12,Denmark,DEN,55.0,55.0,0.0
1994-06-30,1994,1,13,Republic of Ireland,IRL,54.0,53.0,1.0
1994-06-30,1994,1,14,Bulgaria,BUL,53.0,44.0,9.0
1994-06-30,1994,1,14,Colombia,COL,53.0,51.0,2.0
1994-06-30,1994,1,14,France,FRA,53.0,53.0,0.0
1994-06-30,1994,1,14,Mexico,MEX,53.0,51.0,2.0
1994-06-30,1994,1,18,England,ENG,52.0,52.0,0.0
1994-06-30,1994,1,18,Russia,RUS,52.0,50.0,2.0
1994-06-30,1994,1,20,Belgium,BEL,50.0,44.0,6.0
1994-06-30,1994,1,21,United States,USA,48.0,47.0,1.0
1994-06-30,1994,1,21,Zambia,ZAM,48.0,49.0,-1.0
1994-06-30,1994,1,23,Uruguay,URU,47.0,50.0,-3.0
1994-06-30,1994,1,24,Côte d'Ivoire,CIV,45.0,47.0,-2.0
1994-06-30,1994,1,24,Egypt,EGY,45.0,45.0,0.0
1994-06-30,1994,1,24,Portugal,POR,45.0,47.0,-2.0
1994-06-30,1994,1,27,Cameroon,CMR,44.0,46.0,-2.0
1994-06-30,1994,1,28,Ghana,GHA,43.0,44.0,-1.0
1994-06-30,1994,1,28,Morocco,MAR,43.0,44.0,-1.0
1994-06-30,1994,1,28,Saudi Arabia,KSA,43.0,40.0,3.0
1994-06-30,1994,1,31,Tunisia,TUN,42.0,42.0,0.0
1994-06-30,1994,1,32,Poland,POL,41.0,41.0,0.0
1994-06-30,1994,1,33,Greece,GRE,40.0,41.0,-1.0
1994-06-30,1994,1,33,Scotland,SCO,40.0,40.0,0.0
1994-06-30,1994,1,35,South Korea,KOR,39.0,38.0,1.0
1994-06-30,1994,1,35,Wales,WAL,39.0,39.0,0.0
1994-06-30,1994,1,37,Austria,AUT,38.0,38.0,0.0
1994-06-30,1994,1,37,Japan,JPN,38.0,33.0,5.0
1994-06-30,1994,1,39,Northern Ireland,NIR,37.0,37.0,0.0
1994-06-30,1994,1,40,Bolivia,BOL,36.0,35.0,1.0
1994-06-30,1994,1,40,Chile,CHI,36.0,37.0,-1.0
1994-06-30,1994,1,42,Czechia,CZE,35.0,35.0,0.0
1994-06-30,1994,1,42,Iceland,ISL,35.0,38.0,-3.0
1994-06-30,1994,1,42,Slovakia,SVK,35.0,35.0,0.0
1994-06-30,1994,1,45,Algeria,ALG,34.0,34.0,0.0
1994-06-30,1994,1,45,Australia,AUS,34.0,34.0,0.0
1994-06-30,1994,1,45,Ecuador,ECU,34.0,37.0,-3.0
1994-06-30,1994,1,45,Finland,FIN,34.0,35.0,-1.0
1994-06-30,1994,1,45,Zimbabwe,ZIM,34.0,35.0,-1.0
1994-06-30,1994,1,50,Mali,MLI,33.0,34.0,-1.0
1994-06-30,1994,1,51,Honduras,HON,32.0,34.0,-2.0
1994-06-30,1994,1,51,Israel,ISR,32.0,32.0,0.0
1994-06-30,1994,1,53,Canada,CAN,31.0,31.0,0.0
1994-06-30,1994,1,53,Costa Rica,CRC,31.0,34.0,-3.0
1994-06-30,1994,1,53,Hungary,HUN,31.0,31.0,0.0
1994-06-30,1994,1,53,Senegal,SEN,31.0,31.0,0.0
1994-06-30,1994,1,53,Turkey,TUR,31.0,31.0,0.0
1994-06-30,1994,1,58,Paraguay,PAR,27.0,28.0,-1.0
1994-06-30,1994,1,59,DR Congo,ZAI,26.0,26.0,0.0
1994-06-30,1994,1,59,Guinea,GUI,26.0,26.0,0.0
1994-06-30,1994,1,59,United Arab Emirates,UAE,26.0,26.0,0.0
1994-06-30,1994,1,62,China PR,CHN,24.0,29.0,-5.0
1994-06-30,1994,1,62,Gabon,GAB,24.0,26.0,-2.0
1994-06-30,1994,1,62,Iran,IRN,24.0,30.0,-6.0
1994-06-30,1994,1,62,Sierra Leone,SLE,24.0,24.0,0.0
1994-06-30,1994,1,66,El Salvador,SLV,23.0,23.0,0.0
1994-06-30,1994,1,66,Iraq,IRQ,23.0,26.0,-3.0
1994-06-30,1994,1,66,Korea DPR,PRK,23.0,23.0,0.0
1994-06-30,1994,1,66,Malta,MLT,23.0,22.0,1.0
1994-06-30,1994,1,66,Qatar,QAT,23.0,23.0,0.0
1994-06-30,1994,1,71,Cyprus,CYP,22.0,22.0,0.0
1994-06-30,1994,1,71,Kuwait,KUW,22.0,22.0,0.0
1994-06-30,1994,1,71,Peru,PER,22.0,24.0,-2.0
1994-06-30,1994,1,74,Slovenia,SVN,21.0,21.0,0.0
1994-06-30,1994,1,74,South Africa,RSA,21.0,21.0,0.0
1994-06-30,1994,1,76,Niger,NIG,20.0,21.0,-1.0
1994-06-30,1994,1,76,Oman,OMA,20.0,21.0,-1.0
1994-06-30,1994,1,76,Ukraine,UKR,20.0,20.0,0.0
1994-06-30,1994,1,76,Yugoslavia,YUG,20.0,21.0,-1.0
1994-06-30,1994,1,80,Jamaica,JAM,19.0,23.0,-4.0
1994-06-30,1994,1,80,Kenya,KEN,19.0,20.0,-1.0
1994-06-30,1994,1,80,Thailand,THA,19.0,22.0,-3.0
1994-06-30,1994,1,80,Trinidad and Tobago,TRI,19.0,20.0,-1.0
1994-06-30,1994,1,84,Latvia,LVA,18.0,19.0,-1.0
1994-06-30,1994,1,84,Lithuania,LTU,18.0,19.0,-1.0
1994-06-30,1994,1,84,Malawi,MWI,18.0,21.0,-3.0
1994-06-30,1994,1,84,Singapore,SGP,18.0,19.0,-1.0
1994-06-30,1994,1,88,Bermuda,BER,17.0,17.0,0.0
1994-06-30,1994,1,88,New Zealand,NZL,17.0,17.0,0.0
1994-06-30,1994,1,90,Croatia,CRO,16.0,17.0,-1.0
1994-06-30,1994,1,91,Bahrain,BHR,15.0,15.0,0.0
1994-06-30,1994,1,91,Malaysia,MAS,15.0,15.0,0.0
1994-06-30,1994,1,91,Suriname,SUR,15.0,15.0,0.0
1994-06-30,1994,1,94,Barbados,BRB,14.0,14.0,0.0
1994-06-30,1994,1,94,Fiji,FIJ,14.0,14.0,0.0
1994-06-30,1994,1,94,Jordan,JOR,14.0,15.0,-1.0
1994-06-30,1994,1,94,Syria,SYR,14.0,19.0,-5.0
1994-06-30,1994,1,94,Venezuela,VEN,14.0,15.0,-1.0
1994-06-30,1994,1,99,Albania,ALB,13.0,13.0,0.0
1994-06-30,1994,1,99,Burkina Faso,BFA,13.0,13.0,0.0
1994-06-30,1994,1,99,Madagascar,MAD,13.0,13.0,0.0
1994-06-30,1994,1,99,Tanzania,TAN,13.0,14.0,-1.0
1994-06-30,1994,1,103,Gambia,GAM,12.0,12.0,0.0
1994-06-30,1994,1,103,Hong Kong,HKG,12.0,12.0,0.0
1994-06-30,1994,1,103,India,IND,12.0,13.0,-1.0
1994-06-30,1994,1,103,Mozambique,MOZ,12.0,12.0,0.0
1994-06-30,1994,1,103,Puerto Rico,PUR,12.0,12.0,0.0
1994-06-30,1994,1,103,Uganda,UGA,12.0,13.0,-1.0
1994-06-30,1994,1,103,Yemen,YEM,12.0,13.0,-1.0
1994-06-30,1994,1,110,Burundi,BDI,11.0,12.0,-1.0
1994-06-30,1994,1,110,Congo,CGO,11.0,11.0,0.0
1994-06-30,1994,1,110,Estonia,EST,11.0,12.0,-1.0
1994-06-30,1994,1,110,Eswatini,SWZ,11.0,13.0,-2.0
1994-06-30,1994,1,110,Ethiopia,ETH,11.0,11.0,0.0
1994-06-30,1994,1,115,FYR Macedonia,MKD,10.0,10.0,0.0
1994-06-30,1994,1,115,Guinea-Bissau,GNB,10.0,10.0,0.0
1994-06-30,1994,1,115,Lebanon,LBN,10.0,10.0,0.0
1994-06-30,1994,1,115,Luxembourg,LUX,10.0,10.0,0.0
1994-06-30,1994,1,119,Angola,ANG,9.0,9.0,0.0
1994-06-30,1994,1,119,Antigua and Barbuda,ATG,9.0,9.0,0.0
1994-06-30,1994,1,119,Haiti,HAI,9.0,9.0,0.0
1994-06-30,1994,1,119,Myanmar,MYA,9.0,10.0,-1.0
1994-06-30,1994,1,119,Togo,TOG,9.0,9.0,0.0
1994-06-30,1994,1,124,Bangladesh,BAN,8.0,8.0,0.0
1994-06-30,1994,1,124,Faroe Islands,FRO,8.0,8.0,0.0
1994-06-30,1994,1,124,Georgia,GEO,8.0,8.0,0.0
1994-06-30,1994,1,124,Indonesia,IDN,8.0,9.0,-1.0
1994-06-30,1994,1,124,Nepal,NEP,8.0,8.0,0.0
1994-06-30,1994,1,124,Sri Lanka,SRI,8.0,8.0,0.0
1994-06-30,1994,1,130,Grenada,GRN,7.0,7.0,0.0
1994-06-30,1994,1,130,San Marino,SMR,7.0,7.0,0.0
1994-06-30,1994,1,130,St. Vincent and the Grenadines,VIN,7.0,7.0,0.0
1994-06-30,1994,1,130,Sudan,SDN,7.0,8.0,-1.0
1994-06-30,1994,1,134,Benin,BEN,6.0,6.0,0.0
1994-06-30,1994,1,134,Guatemala,GUA,6.0,7.0,-1.0
1994-06-30,1994,1,134,Liberia,LBR,6.0,6.0,0.0
1994-06-30,1994,1,134,Panama,PAN,6.0,7.0,-1.0
1994-06-30,1994,1,138,Mauritius,MRI,5.0,5.0,0.0
1994-06-30,1994,1,138,Tahiti,TAH,5.0,5.0,0.0
1994-06-30,1994,1,140,Belarus,BLR,4.0,4.0,0.0
1994-06-30,1994,1,140,Cayman Islands,CAY,4.0,4.0,0.0
1994-06-30,1994,1,140,Guyana,GUY,4.0,4.0,0.0
1994-06-30,1994,1,140,Lesotho,LES,4.0,4.0,0.0
1994-06-30,1994,1,140,Pakistan,PAK,4.0,4.0,0.0
1994-06-30,1994,1,140,St. Lucia,LCA,4.0,4.0,0.0
1994-06-30,1994,1,140,Vietnam,VIE,4.0,4.0,0.0
1994-06-30,1994,1,147,Botswana,BOT,3.0,3.0,0.0
1994-06-30,1994,1,147,Mauritania,MTN,3.0,3.0,0.0
1994-06-30,1994,1,147,Moldova,MDA,3.0,3.0,0.0
1994-06-30,1994,1,150,Cape Verde,CPV,2.0,2.0,0.0
1994-06-30,1994,1,150,Laos,LAO,2.0,2.0,0.0
1994-06-30,1994,1,150,Liechtenstein,LIE,2.0,2.0,0.0
1994-06-30,1994,1,150,Maldives,MDV,2.0,2.0,0.0
1994-06-30,1994,1,150,Solomon Islands,SOL,2.0,2.0,0.0
1994-06-30,1994,1,155,Armenia,ARM,1.0,1.0,0.0
1994-06-30,1994,1,155,Brunei Darussalam,BRU,1.0,1.0,0.0
1994-06-30,1994,1,155,Dominican Republic,DOM,1.0,1.0,0.0
1994-06-30,1994,1,155,Libya,LBY,1.0,1.0,0.0
1994-06-30,1994,1,155,Nicaragua,NCA,1.0,1.0,0.0
1994-06-30,1994,1,160,Aruba,ARU,0.0,0.0,0.0
1994-06-30,1994,1,160,Azerbaijan,AZE,0.0,0.0,0.0
1994-06-30,1994,1,160,Central African Republic,CTA,0.0,0.0,0.0
1994-06-30,1994,1,160,Chad,CHA,0.0,0.0,0.0
1994-06-30,1994,1,160,Cuba,CUB,0.0,0.0,0.0
1994-06-30,1994,1,160,Equatorial Guinea,EQG,0.0,0.0,0.0
1994-06-30,1994,1,160,Macau,MAC,0.0,0.0,0.0
1994-06-30,1994,1,160,Namibia,NAM,0.0,0.0,0.0
1994-06-30,1994,1,160,Philippines,PHI,0.0,0.0,0.0
1994-06-30,1994,1,160,Seychelles,SEY,0.0,0.0,0.0
1994-06-30,1994,1,160,St. Kitts and Nevis,SKN,0.0,0.0,0.0
1994-06-30,1994,1,160,Taiwan,TPE,0.0,0.0,0.0
1994-06-30,1994,1,160,Vanuatu,VAN,0.0,0.0,0.0
1994-12-31,1994,2,1,Brazil,BRA,67.0,67.0,0.0
1994-12-31,1994,2,2,Spain,ESP,62.0,61.0,1.0
1994-12-31,1994,2,3,Germany,GER,61.0,61.0,0.0
1994-12-31,1994,2,3,Italy,ITA,61.0,61.0,0.0
1994-12-31,1994,2,3,Sweden,SWE,61.0,62.0,-1.0
1994-12-31,1994,2,6,Netherlands,NED,60.0,60.0,0.0
1994-12-31,1994,2,7,Norway,NOR,58.0,57.0,1.0
1994-12-31,1994,2,7,Republic of Ireland,IRL,58.0,58.0,0.0
1994-12-31,1994,2,7,Switzerland,SUI,58.0,58.0,0.0
1994-12-31,1994,2,10,Argentina,ARG,57.0,58.0,-1.0
1994-12-31,1994,2,10,Romania,ROU,57.0,57.0,0.0
1994-12-31,1994,2,12,Bulgaria,BUL,54.0,52.0,2.0
1994-12-31,1994,2,12,Denmark,DEN,54.0,54.0,0.0
1994-12-31,1994,2,12,Mexico,MEX,54.0,52.0,2.0
1994-12-31,1994,2,12,Nigeria,NGA,54.0,54.0,0.0
1994-12-31,1994,2,12,Russia,RUS,54.0,54.0,0.0
1994-12-31,1994,2,17,Colombia,COL,53.0,53.0,0.0
1994-12-31,1994,2,18,England,ENG,52.0,53.0,-1.0
1994-12-31,1994,2,18,France,FRA,52.0,52.0,0.0
1994-12-31,1994,2,20,Portugal,POR,51.0,48.0,3.0
1994-12-31,1994,2,21,Zambia,ZAM,49.0,50.0,-1.0
1994-12-31,1994,2,22,Egypt,EGY,48.0,48.0,0.0
1994-12-31,1994,2,22,United States,USA,48.0,48.0,0.0
1994-12-31,1994,2,24,Belgium,BEL,47.0,48.0,-1.0
1994-12-31,1994,2,24,Côte d'Ivoire,CIV,47.0,46.0,1.0
1994-12-31,1994,2,24,Ghana,GHA,47.0,46.0,1.0
1994-12-31,1994,2,27,Greece,GRE,45.0,43.0,2.0
1994-12-31,1994,2,27,Saudi Arabia,KSA,45.0,45.0,0.0
1994-12-31,1994,2,29,Cameroon,CMR,44.0,44.0,0.0
1994-12-31,1994,2,29,Poland,POL,44.0,42.0,2.0
1994-12-31,1994,2,29,Tunisia,TUN,44.0,44.0,0.0
1994-12-31,1994,2,32,Morocco,MAR,43.0,43.0,0.0
1994-12-31,1994,2,32,Scotland,SCO,43.0,43.0,0.0
1994-12-31,1994,2,34,Czechia,CZE,41.0,41.0,0.0
1994-12-31,1994,2,34,South Korea,KOR,41.0,41.0,0.0
1994-12-31,1994,2,36,Japan,JPN,40.0,40.0,0.0
1994-12-31,1994,2,37,Finland,FIN,39.0,37.0,2.0
1994-12-31,1994,2,37,Iceland,ISL,39.0,39.0,0.0
1994-12-31,1994,2,37,Uruguay,URU,39.0,39.0,0.0
1994-12-31,1994,2,40,China PR,CHN,38.0,38.0,0.0
1994-12-31,1994,2,40,Wales,WAL,38.0,38.0,0.0
1994-12-31,1994,2,42,Bolivia,BOL,37.0,37.0,0.0
1994-12-31,1994,2,42,Israel,ISR,37.0,35.0,2.0
1994-12-31,1994,2,42,Northern Ireland,NIR,37.0,37.0,0.0
1994-12-31,1994,2,42,Slovakia,SVK,37.0,37.0,0.0
1994-12-31,1994,2,42,United Arab Emirates,UAE,37.0,36.0,1.0
1994-12-31,1994,2,47,Austria,AUT,36.0,36.0,0.0
1994-12-31,1994,2,47,Chile,CHI,36.0,36.0,0.0
1994-12-31,1994,2,47,Turkey,TUR,36.0,35.0,1.0
1994-12-31,1994,2,50,Mali,MLI,35.0,34.0,1.0
1994-12-31,1994,2,50,Senegal,SEN,35.0,34.0,1.0
1994-12-31,1994,2,50,Zimbabwe,ZIM,35.0,35.0,0.0
1994-12-31,1994,2,53,Honduras,HON,34.0,32.0,2.0
1994-12-31,1994,2,54,Kuwait,KUW,33.0,33.0,0.0
1994-12-31,1994,2,55,Algeria,ALG,32.0,32.0,0.0
1994-12-31,1994,2,55,Australia,AUS,32.0,32.0,0.0
1994-12-31,1994,2,55,Ecuador,ECU,32.0,32.0,0.0
1994-12-31,1994,2,55,South Africa,RSA,32.0,28.0,4.0
1994-12-31,1994,2,59,Hungary,HUN,31.0,31.0,0.0
1994-12-31,1994,2,59,Lithuania,LTU,31.0,31.0,0.0
1994-12-31,1994,2,59,Qatar,QAT,31.0,31.0,0.0
1994-12-31,1994,2,62,Canada,CAN,30.0,30.0,0.0
1994-12-31,1994,2,62,Croatia,CRO,30.0,30.0,0.0
1994-12-31,1994,2,64,Costa Rica,CRC,28.0,28.0,0.0
1994-12-31,1994,2,64,Gabon,GAB,28.0,25.0,3.0
1994-12-31,1994,2,66,Cyprus,CYP,27.0,26.0,1.0
1994-12-31,1994,2,66,DR Congo,ZAI,27.0,27.0,0.0
1994-12-31,1994,2,66,Guinea,GUI,27.0,27.0,0.0
1994-12-31,1994,2,69,Bahrain,BHR,26.0,26.0,0.0
1994-12-31,1994,2,69,Latvia,LVA,26.0,26.0,0.0
1994-12-31,1994,2,69,Niger,NIG,26.0,26.0,0.0
1994-12-31,1994,2,69,Oman,OMA,26.0,25.0,1.0
1994-12-31,1994,2,69,Peru,PER,26.0,24.0,2.0
1994-12-31,1994,2,74,Iran,IRN,25.0,25.0,0.0
1994-12-31,1994,2,74,Tanzania,TAN,25.0,20.0,5.0
1994-12-31,1994,2,76,Malta,MLT,24.0,23.0,1.0
1994-12-31,1994,2,76,Sierra Leone,SLE,24.0,26.0,-2.0
1994-12-31,1994,2,76,Ukraine,UKR,24.0,24.0,0.0
1994-12-31,1994,2,76,Uzbekistan,UZB,24.0,24.0,0.0
1994-12-31,1994,2,80,El Salvador,SLV,23.0,23.0,0.0
1994-12-31,1994,2,80,Malawi,MWI,23.0,23.0,0.0
1994-12-31,1994,2,80,Slovenia,SVN,23.0,23.0,0.0
1994-12-31,1994,2,83,Kenya,KEN,22.0,18.0,4.0
1994-12-31,1994,2,83,Korea DPR,PRK,22.0,22.0,0.0
1994-12-31,1994,2,85,Thailand,THA,21.0,21.0,0.0
1994-12-31,1994,2,85,Togo,TOG,21.0,18.0,3.0
1994-12-31,1994,2,87,Iraq,IRQ,20.0,20.0,0.0
1994-12-31,1994,2,87,Paraguay,PAR,20.0,20.0,0.0
1994-12-31,1994,2,89,FYR Macedonia,MKD,19.0,15.0,4.0
1994-12-31,1994,2,89,Malaysia,MAS,19.0,19.0,0.0
1994-12-31,1994,2,89,Trinidad and Tobago,TRI,19.0,17.0,2.0
1994-12-31,1994,2,92,Georgia,GEO,18.0,17.0,1.0
1994-12-31,1994,2,92,Jamaica,JAM,18.0,18.0,0.0
1994-12-31,1994,2,92,Mozambique,MOZ,18.0,18.0,0.0
1994-12-31,1994,2,92,Singapore,SGP,18.0,18.0,0.0
1994-12-31,1994,2,92,Uganda,UGA,18.0,16.0,2.0
1994-12-31,1994,2,97,Burkina Faso,BFA,16.0,16.0,0.0
1994-12-31,1994,2,98,Albania,ALB,15.0,14.0,1.0
1994-12-31,1994,2,98,Hong Kong,HKG,15.0,15.0,0.0
1994-12-31,1994,2,98,New Zealand,NZL,15.0,15.0,0.0
1994-12-31,1994,2,98,Yugoslavia,YUG,15.0,16.0,-1.0
1994-12-31,1994,2,102,Angola,ANG,14.0,14.0,0.0
1994-12-31,1994,2,102,Barbados,BRB,14.0,14.0,0.0
1994-12-31,1994,2,102,Bermuda,BER,14.0,15.0,-1.0
1994-12-31,1994,2,102,Suriname,SUR,14.0,14.0,0.0
1994-12-31,1994,2,102,Syria,SYR,14.0,14.0,0.0
1994-12-31,1994,2,102,Yemen,YEM,14.0,14.0,0.0
1994-12-31,1994,2,108,India,IND,13.0,14.0,-1.0
1994-12-31,1994,2,108,Turkmenistan,TKM,13.0,13.0,0.0
1994-12-31,1994,2,108,Venezuela,VEN,13.0,13.0,0.0
1994-12-31,1994,2,111,Congo,CGO,12.0,12.0,0.0
